,Date,Home,Away,Line
17,2021-01-28 21:00:00,San Diego St.,Wyoming,-15.5
18,2021-01-28 21:00:00,Tulane,Houston,15.5
19,2021-01-28 21:30:00,San Jose St.,Air Force,5.5
20,2021-01-28 22:00:00,Arizona,Stanford,-9
21,2021-01-28 23:00:00,Arizona State,California,-8
22,2021-01-28 23:00:00,Fresno St.,New Mexico,-7
23,2021-01-28 21:00:00,UCLA,Oregon,
24,2021-01-28 21:00:00,Santa Clara,Pacific,
25,2021-01-28 21:00:00,Connecticut,Villanova,
26,2021-01-28 23:00:00,Saint Mary's,Portland,
0,2021-01-29 15:00:00,Rice,North Texas,7
1,2021-01-29 16:00:00,North Carolina Central,Carver Bible College,
2,2021-01-29 16:00:00,Niagara,Monmouth-NJ,4
3,2021-01-29 17:00:00,Youngstown St.,Detroit Mercy,-1
4,2021-01-29 17:00:00,Texas State,UL Lafayette,-4
5,2021-01-29 18:00:00,Presbyterian,Longwood,1.5
6,2021-01-29 18:00:00,IUPUI,Milwaukee,4.5
7,2021-01-29 18:00:00,Northern Kentucky,Illinois-Chicago,-3.5
8,2021-01-29 18:00:00,Charlotte,Florida International,-7
9,2021-01-29 18:00:00,Kennesaw St.,Bellarmine,8
10,2021-01-29 18:00:00,Winthrop,UNC Asheville,-12.5
11,2021-01-29 19:00:00,Troy,Appalachian St.,4
12,2021-01-29 19:00:00,Cleveland St.,Green Bay,-4
13,2021-01-29 19:00:00,Gardner-Webb,High Point,-7.5
14,2021-01-29 19:00:00,Cal Poly SLO,CSU Northridge,5
15,2021-01-29 19:00:00,Florida Gulf Coast,Stetson,-1.5
16,2021-01-29 19:00:00,North Florida,North Alabama,-1.5
17,2021-01-29 19:00:00,Jacksonville,Liberty,10.5
18,2021-01-29 19:00:00,UC Davis,UC Santa Barbara,7.5
19,2021-01-29 19:00:00,Buffalo,Ohio,-2.5
20,2021-01-29 19:30:00,Campbell,Charleston Southern,-7.5
21,2021-01-29 19:30:00,Little Rock,UL Monroe,-12
22,2021-01-29 19:30:00,Purdue Fort Wayne,Oakland,-1
23,2021-01-29 20:00:00,Kansas City,North Dakota State,3.5
24,2021-01-29 20:00:00,South Dakota,Nebraska Omaha,-8.5
25,2021-01-29 20:00:00,Utah Valley,Tarleton State,-6.5
26,2021-01-29 20:00:00,Saint Peter's,Manhattan,-8.5
27,2021-01-29 20:00:00,Northern Arizona,Northern Colorado,5.5
28,2021-01-29 20:30:00,Georgia Southern,Coastal Carolina,0
29,2021-01-29 20:30:00,North Dakota,Western Illinois,-4.5
30,2021-01-29 20:45:00,Arkansas St.,Texas-Arlington,3.5
31,2021-01-29 21:00:00,Grand Canyon,New Mexico St.,-5
32,2021-01-29 21:00:00,California Baptist,Dixie State,-9.5
33,2021-01-29 21:00:00,Wright St.,Robert Morris,-13.5
34,2021-01-29 21:00:00,Illinois,Iowa,-3
35,2021-01-29 23:00:00,Colorado St.,Boise St.,2.5
36,2021-01-29 23:00:00,CSU Bakersfield,CSU Fullerton,-9
37,2021-01-29 23:59:00,Hawaii,UC Irvine,3
38,2021-01-29 18:00:00,Marshall,Florida Atlantic,
39,2021-01-29 18:00:00,Portland St.,Simpson College,
40,2021-01-29 18:00:00,Radford,Gardner-Webb,
41,2021-01-29 18:00:00,High Point,Charleston Southern,
42,2021-01-29 18:30:00,Butler,Xavier,
43,2021-01-29 18:30:00,Richmond,Saint Louis,-1.5
44,2021-01-29 19:00:00,Stetson,Lipscomb,
45,2021-01-29 19:00:00,Long Beach St.,UC San Diego,-3
46,2021-01-29 19:00:00,Campbell,South Carolina Upstate,
47,2021-01-29 20:00:00,Western Kentucky,Old Dominion,
48,2021-01-29 20:30:00,Georgia St.,South Alabama,
0,2021-01-30 13:00:00,Marist,Siena,6.5
1,2021-01-30 18:00:00,High Point,Charleston Southern,
2,2021-01-30 12:00:00,Oklahoma,Alabama,3
3,2021-01-30 12:00:00,Kansas State,Texas A&M,1.5
4,2021-01-30 12:00:00,Navy,Loyola (MD),-3.5
5,2021-01-30 12:00:00,Duke,Clemson,-5
6,2021-01-30 12:00:00,East Carolina,Tulsa,3
7,2021-01-30 13:00:00,Georgetown,Providence,4.5
8,2021-01-30 13:00:00,Western Carolina,Furman,9
9,2021-01-30 13:00:00,VCU,La Salle,-13.5
10,2021-01-30 13:00:00,Towson,William & Mary,-5
11,2021-01-30 13:00:00,UNC Wilmington,Hofstra,2
12,2021-01-30 14:00:00,Missouri,Texas Christian,-10
13,2021-01-30 14:00:00,Delaware,Elon University,-6
14,2021-01-30 14:00:00,Miami (OH),Western Michigan,-9.5
15,2021-01-30 14:00:00,Akron,Ball St.,-6.5
16,2021-01-30 14:00:00,West Virginia,Florida,-4
17,2021-01-30 14:00:00,Louisiana State,Texas Tech,3.5
18,2021-01-30 14:00:00,Binghamton,New Hampshire,6.5
19,2021-01-30 14:00:00,Tennessee Tech,Morehead St.,6
20,2021-01-30 14:00:00,St. Bonaventure,George Mason,-10.5
21,2021-01-30 14:00:00,Mount St. Mary's,Sacred Heart,-5
22,2021-01-30 14:00:00,Wake Forest,Miami-Florida,-3.5
23,2021-01-30 14:00:00,Holy Cross,Colgate,15
24,2021-01-30 14:00:00,Lehigh,Bucknell,1
25,2021-01-30 14:00:00,Stony Brook,Hartford,-3.5
26,2021-01-30 14:00:00,North Carolina A&T,Florida A&M,-2
27,2021-01-30 14:30:00,Colorado,Utah,-8.5
28,2021-01-30 15:00:00,Coppin St.,Morgan St.,2.5
29,2021-01-30 15:00:00,Lipscomb,Bluefield State,
30,2021-01-30 15:00:00,Penn St.,Wisconsin,4
31,2021-01-30 15:00:00,Incarnate Word,Abilene Christian,16.5
32,2021-01-30 15:00:00,IUPUI,Milwaukee,2.5
33,2021-01-30 15:00:00,Idaho,Weber St.,13
34,2021-01-30 15:00:00,Louisiana Tech,Southern Miss,-11
35,2021-01-30 15:30:00,Seton Hall,Villanova,4.5
36,2021-01-30 16:00:00,Wichita St.,Central Florida,-6
37,2021-01-30 16:00:00,Southern Illinois,Northern Iowa,2.5
38,2021-01-30 16:00:00,Niagara,Monmouth-NJ,3.5
39,2021-01-30 16:00:00,St. Francis (BKN),LIU,1
40,2021-01-30 16:00:00,Georgia Tech,Florida State,4
41,2021-01-30 16:00:00,Dayton,Rhode Island,-1.5
42,2021-01-30 16:00:00,East Tennessee St.,The Citadel,-11
43,2021-01-30 16:00:00,Kent St.,Central Michigan,-13
44,2021-01-30 16:00:00,Wofford,Mercer,-4
45,2021-01-30 16:00:00,Prairie View A&M,Alabama A&M,-8.5
46,2021-01-30 16:00:00,Charlotte,Florida International,-6.5
47,2021-01-30 16:00:00,Baylor,Auburn,-14
48,2021-01-30 16:00:00,Oklahoma State,Arkansas,-2
49,2021-01-30 16:00:00,Kennesaw St.,Bellarmine,9
50,2021-01-30 16:00:00,Presbyterian,Longwood,3.5
51,2021-01-30 16:00:00,Georgia Southern,Coastal Carolina,2.5
52,2021-01-30 16:30:00,Alcorn St.,Southern,3.5
53,2021-01-30 16:30:00,Norfolk State,Delaware State,-13.5
54,2021-01-30 17:00:00,Arizona,California,-9.5
55,2021-01-30 17:00:00,Southeastern Louisiana,New Orleans,-2
56,2021-01-30 17:00:00,Texas State,UL Lafayette,-4.5
57,2021-01-30 17:00:00,Bowling Green,Toledo,3.5
58,2021-01-30 17:00:00,Central Arkansas,Northwestern St.,-3.5
59,2021-01-30 17:00:00,Gardner-Webb,High Point,-7
60,2021-01-30 17:00:00,Wright St.,Robert Morris,-15
61,2021-01-30 17:00:00,Northern Kentucky,Illinois-Chicago,-2.5
62,2021-01-30 17:00:00,Youngstown St.,Detroit Mercy,-1
63,2021-01-30 17:00:00,Tenn-Martin,SIU Edwardsville,3.5
64,2021-01-30 17:00:00,Austin Peay,Tennessee St.,-10
65,2021-01-30 17:00:00,Arkansas St.,Texas-Arlington,3.5
66,2021-01-30 17:00:00,Little Rock,UL Monroe,-11
67,2021-01-30 17:00:00,Troy,Appalachian St.,4
68,2021-01-30 17:00:00,North Florida,North Alabama,-1.5
69,2021-01-30 17:30:00,Lamar,McNeese St.,-4
70,2021-01-30 17:30:00,Butler,Xavier,-2
71,2021-01-30 17:30:00,Campbell,Charleston Southern,-7.5
72,2021-01-30 18:00:00,Brigham Young,Pacific,-11
73,2021-01-30 18:00:00,San Jose St.,Air Force,4.5
74,2021-01-30 18:00:00,Virginia Tech,Virginia,5
75,2021-01-30 18:00:00,Georgia,Mississippi,3.5
76,2021-01-30 18:00:00,Tennessee,Kansas,-3.5
77,2021-01-30 18:00:00,Mississippi State,Iowa State,-10.5
78,2021-01-30 18:00:00,Jacksonville,Liberty,11
79,2021-01-30 18:00:00,SE Missouri St.,Eastern Illinois,-3
80,2021-01-30 18:30:00,Jackson State,Mississippi Valley State,-25.5
81,2021-01-30 18:30:00,Grambling State,Arkansas-Pine Bluff,-10.5
82,2021-01-30 19:00:00,UCLA,Oregon St.,-11.5
83,2021-01-30 19:00:00,Duquesne,Saint Joseph's,-10.5
84,2021-01-30 19:00:00,Fresno St.,New Mexico,-6.5
85,2021-01-30 19:00:00,Fairleigh Dickinson,Bryant,6.5
86,2021-01-30 19:00:00,UNC Greensboro,VMI,-9.5
87,2021-01-30 19:00:00,UC Davis,UC Santa Barbara,9
88,2021-01-30 19:00:00,Cal Poly SLO,CSU Northridge,3.5
89,2021-01-30 19:00:00,Florida Gulf Coast,Stetson,-3
90,2021-01-30 19:00:00,Cleveland St.,Green Bay,-3.5
91,2021-01-30 19:00:00,Purdue Fort Wayne,Oakland,1
92,2021-01-30 19:30:00,St. Francis (PA),Central Conn. St.,-8.5
93,2021-01-30 19:30:00,Purdue,Minnesota,-2.5
94,2021-01-30 20:00:00,Saint Peter's,Manhattan,-6.5
95,2021-01-30 20:00:00,Pittsburgh,Notre Dame,-3.5
96,2021-01-30 20:00:00,DePaul,Creighton,10.5
97,2021-01-30 20:00:00,Arizona State,Stanford,-3.5
98,2021-01-30 20:00:00,Kansas City,North Dakota State,5.5
99,2021-01-30 20:00:00,South Dakota,Nebraska Omaha,-10.5
100,2021-01-30 20:00:00,Pepperdine,Gonzaga,21
101,2021-01-30 20:00:00,Utah Valley,Tarleton State,-7
102,2021-01-30 20:30:00,Texas Southern,Alabama St.,-14
103,2021-01-30 20:30:00,Vanderbilt,South Carolina,4
104,2021-01-30 20:30:00,North Dakota,Western Illinois,-4.5
105,2021-01-30 20:30:00,Murray St.,Belmont,2.5
106,2021-01-30 21:00:00,Texas-El Paso,Texas-San Antonio,-4
107,2021-01-30 21:00:00,Grand Canyon,New Mexico St.,-2.5
108,2021-01-30 21:00:00,California Baptist,Dixie State,-9.5
109,2021-01-30 22:00:00,CSU Bakersfield,CSU Fullerton,-9.5
110,2021-01-30 22:00:00,San Diego St.,Wyoming,-17.5
111,2021-01-30 23:59:00,Hawaii,UC Irvine,3.5
112,2021-01-30 24:59:59,Northern Illinois,Eastern Michigan,
113,2021-01-30 12:00:00,Louisville,Boston College,
114,2021-01-30 13:00:00,Canisius,Quinnipiac,-3
115,2021-01-30 13:00:00,Michigan,Indiana,
116,2021-01-30 13:00:00,Drexel,Northeastern,
117,2021-01-30 13:00:00,Western Carolina,Samford,
118,2021-01-30 14:00:00,Furman,Chattanooga,
119,2021-01-30 14:00:00,James Madison,Charleston,
120,2021-01-30 14:00:00,George Mason,Massachusetts,
121,2021-01-30 14:00:00,George Washington,Fordham,
122,2021-01-30 14:00:00,Davidson,St. Bonaventure,
123,2021-01-30 14:00:00,American U.,Lafayette,1
124,2021-01-30 14:00:00,Holy Cross,Boston U,
125,2021-01-30 16:00:00,Marshall,Florida Atlantic,
126,2021-01-30 16:30:00,Texas A&M-CC,Houston Baptist,-2.5
127,2021-01-30 17:00:00,Army,Colgate,
128,2021-01-30 17:00:00,Portland,Santa Clara,
129,2021-01-30 17:00:00,San Diego,Loyola Marymount,3
130,2021-01-30 17:00:00,Western Kentucky,Old Dominion,
131,2021-01-30 17:00:00,Stetson,Lipscomb,
132,2021-01-30 17:00:00,Albany,Massachusetts Lowell,
133,2021-01-30 17:30:00,Southern California,Oregon,
134,2021-01-30 18:00:00,Radford,Gardner-Webb,
135,2021-01-30 18:00:00,South Florida,Cincinnati,
136,2021-01-30 18:00:00,Brigham Young,San Francisco,
137,2021-01-30 18:30:00,Georgia St.,South Alabama,
138,2021-01-30 19:00:00,Campbell,South Carolina Upstate,
139,2021-01-30 19:00:00,Wagner,Merrimack,-3
140,2021-01-30 19:00:00,Pacific,Saint Mary's,
141,2021-01-30 19:00:00,Long Beach St.,UC San Diego,
0,2021-01-31 12:00:00,Temple,Tulane,-7.5
1,2021-01-31 13:00:00,Ohio St.,Michigan St,-6
2,2021-01-31 13:00:00,UNC Wilmington,Hofstra,2.5
3,2021-01-31 13:00:00,Towson,William & Mary,-4
4,2021-01-31 13:00:00,Houston,Southern Methodist,-9.5
5,2021-01-31 14:00:00,NJIT,UMBC,4
6,2021-01-31 14:00:00,Stony Brook,Hartford,-3
7,2021-01-31 14:00:00,Bucknell,Lehigh,-6
8,2021-01-31 14:00:00,James Madison,Drexel,-2
9,2021-01-31 14:00:00,Delaware,Elon University,-6.5
10,2021-01-31 14:00:00,Binghamton,New Hampshire,4.5
11,2021-01-31 14:00:00,Mount St. Mary's,Sacred Heart,-5
12,2021-01-31 14:05:00,Eastern Washington,Sacramento State,-9.5
13,2021-01-31 15:00:00,Missouri St.,Loyola-Chicago,6
14,2021-01-31 15:00:00,Drake,Illinois St.,-18.5
15,2021-01-31 15:00:00,UAB,Middle Tennessee St.,-15
16,2021-01-31 15:00:00,Marist,Siena,7
17,2021-01-31 15:30:00,Marquette,St. John's,-4
18,2021-01-31 16:00:00,Indiana St.,Bradley,0
19,2021-01-31 16:00:00,Evansville,Valparaiso,-1
20,2021-01-31 16:00:00,St. Francis (PA),Central Conn. St.,-7.5
21,2021-01-31 16:00:00,Fairleigh Dickinson,Bryant,7.5
22,2021-01-31 16:00:00,Stephen F. Austin,Sam Houston St.,-6.5
23,2021-01-31 16:00:00,North Texas,Rice,-11
24,2021-01-31 16:00:00,North Carolina A&T,Florida A&M,-3.5
25,2021-01-31 17:00:00,Holy Cross,Colgate,14.5
26,2021-01-31 18:00:00,Syracuse,NC State,-6.5
27,2021-01-31 18:00:00,Southern Illinois,Northern Iowa,2.5
28,2021-01-31 19:00:00,UC Riverside,UC San Diego,-8
29,2021-01-31 19:30:00,Northwestern,Rutgers,3.5
30,2021-01-31 20:00:00,Washington,Washington St.,-1.5
31,2021-01-31 21:30:00,Nevada,UNLV,-5
32,2021-01-31 13:00:00,Canisius,Quinnipiac,-3
33,2021-01-31 13:00:00,Drexel,Northeastern,
34,2021-01-31 14:00:00,James Madison,Charleston,
35,2021-01-31 15:00:00,Albany,Massachusetts Lowell,
36,2021-01-31 15:30:00,St. John's,Connecticut,
37,2021-01-31 16:00:00,Wagner,Merrimack,
38,2021-01-31 16:00:00,Lafayette,American U.,
39,2021-01-31 16:30:00,Norfolk State,Delaware State,
40,2021-01-31 17:00:00,VCU,Fordham,
41,2021-01-31 17:00:00,Boston U,Holy Cross,
0,2021-02-01 12:00:00,Western Carolina,The Citadel,-7
1,2021-02-01 14:00:00,Louisville,Georgia Tech,-5
2,2021-02-01 14:05:00,Eastern Washington,Sacramento State,-8.5
3,2021-02-01 15:00:00,SIU Edwardsville,Austin Peay,6.5
4,2021-02-01 17:00:00,Indiana St.,Bradley,2.5
5,2021-02-01 18:00:00,Stetson,Carver Bible College,
6,2021-02-01 19:00:00,Wofford,East Tennessee St.,-2.5
7,2021-02-01 19:00:00,Florida International,Florida Memorial,
8,2021-02-01 19:00:00,Evansville,Valparaiso,-2.5
9,2021-02-01 19:00:00,Drake,Illinois St.,-18.5
10,2021-02-01 19:00:00,SE Missouri St.,Murray St.,7.5
11,2021-02-01 19:00:00,Miami-Florida,Duke,11
12,2021-02-01 20:00:00,Missouri St.,Loyola-Chicago,8
13,2021-02-01 20:00:00,Memphis,Central Florida,-9
14,2021-02-01 20:30:00,Jackson State,Arkansas-Pine Bluff,-11.5
15,2021-02-01 20:30:00,Grambling State,Mississippi Valley State,-25.5
16,2021-02-01 20:30:00,Prairie View A&M,Alabama St.,-17
17,2021-02-01 20:30:00,Texas Southern,Alabama A&M,-9
18,2021-02-01 21:00:00,North Carolina Central,South Carolina State,-17.5
19,2021-02-01 21:00:00,Texas Tech,Oklahoma,-7.5
20,2021-02-01 14:00:00,NJIT,UMBC,2.5
21,2021-02-01 17:00:00,UCLA,Oregon,
22,2021-02-01 20:00:00,Texas A&M-CC,Abilene Christian,
0,2021-02-02 14:00:00,NJIT,UMBC,4.5
1,2021-02-02 17:00:00,Notre Dame,Wake Forest,-5.5
2,2021-02-02 17:00:00,Marquette,Butler,-3.5
3,2021-02-02 17:00:00,Central Michigan,Ohio,9
4,2021-02-02 18:00:00,Kent St.,Miami (OH),-9
5,2021-02-02 18:00:00,Ball St.,Buffalo,5
6,2021-02-02 18:00:00,SIU Edwardsville,Eastern Illinois,-2.5
7,2021-02-02 18:30:00,Maryland,Purdue,-3
8,2021-02-02 19:00:00,Iowa State,West Virginia,11.5
9,2021-02-02 19:00:00,Jacksonville St.,Eastern Kentucky,-2.5
10,2021-02-02 19:00:00,Mississippi,Tennessee,3.5
11,2021-02-02 19:00:00,Auburn,Georgia,-9
12,2021-02-02 19:00:00,Toledo,Akron,-5.5
13,2021-02-02 19:00:00,Texas,Baylor,5
14,2021-02-02 19:00:00,Clemson,North Carolina,2.5
15,2021-02-02 19:00:00,Iowa,Michigan St,-9.5
16,2021-02-02 19:00:00,North Carolina Central,South Carolina State,-17
17,2021-02-02 19:00:00,Troy,Spring Hill,
18,2021-02-02 20:00:00,Coppin St.,Morgan St.,2.5
19,2021-02-02 20:00:00,Kansas,Kansas State,-18
20,2021-02-02 20:30:00,Wisconsin,Penn St.,-8.5
21,2021-02-02 21:00:00,Indiana,Illinois,3
22,2021-02-02 21:00:00,Duquesne,Dayton,-1
23,2021-02-02 21:00:00,Nevada,UNLV,-5
24,2021-02-02 21:00:00,Arkansas,Mississippi State,-7.5
25,2021-02-02 21:00:00,Stanford,Southern California,3
26,2021-02-02 16:00:00,Arizona State,Utah,
27,2021-02-02 18:00:00,Richmond,George Mason,-10.5
28,2021-02-02 19:00:00,Loyola (MD),Navy,2.5
29,2021-02-02 19:00:00,Western Michigan,Northern Illinois,
30,2021-02-02 19:00:00,Eastern Michigan,Bowling Green,6
31,2021-02-02 21:00:00,Boston College,Florida State,14
32,2021-02-02 21:00:00,San Diego,Brigham Young,11.5
0,2021-02-03 20:30:00,Texas A&M,Vanderbilt,-3
1,2021-02-03 15:30:00,Delaware State,Lancaster Bible College,
2,2021-02-03 16:00:00,James Madison,Elon University,-9.5
3,2021-02-03 18:00:00,Massachusetts,Fordham,-10
4,2021-02-03 18:00:00,East Carolina,Houston,16.5
5,2021-02-03 18:30:00,Florida,South Carolina,-8
6,2021-02-03 19:00:00,Alabama,Louisiana State,-8.5
7,2021-02-03 19:00:00,Rhode Island,VCU,3.5
8,2021-02-03 19:00:00,Missouri,Kentucky,-4.5
9,2021-02-03 19:00:00,Wofford,VMI,-7.5
10,2021-02-03 19:00:00,Western Carolina,Chattanooga,-1.5
11,2021-02-03 19:00:00,The Citadel,UNC Greensboro,11
12,2021-02-03 19:00:00,Mercer,East Tennessee St.,-2.5
13,2021-02-03 19:00:00,La Salle,Saint Louis,12
14,2021-02-03 19:00:00,Bowling Green,Western Michigan,-13
15,2021-02-03 19:00:00,Providence,Seton Hall,2.5
16,2021-02-03 19:00:00,Pittsburgh,Virginia Tech,4
17,2021-02-03 20:00:00,Texas A&M-CC,Stephen F. Austin,14
18,2021-02-03 20:00:00,Lamar,Incarnate Word,-6.5
19,2021-02-03 20:00:00,Memphis,Central Florida,-11
20,2021-02-03 20:00:00,Wichita St.,Tulane,-11.5
21,2021-02-03 21:00:00,Texas Christian,Oklahoma State,4.5
22,2021-02-03 21:00:00,Tulsa,Southern Methodist,3.5
23,2021-02-03 21:00:00,NC State,Virginia,7
24,2021-02-03 21:00:00,St. John's,Villanova,9.5
25,2021-02-03 21:00:00,Creighton,Georgetown,-14
26,2021-02-03 24:59:59,Iona,Manhattan,
27,2021-02-03 17:00:00,DePaul,Xavier,
28,2021-02-03 18:00:00,Saint Joseph's,St. Bonaventure,
29,2021-02-03 19:00:00,Siena,Canisius,
30,2021-02-03 19:00:00,Syracuse,Louisville,-2.5
31,2021-02-03 20:00:00,Samford,Furman,
32,2021-02-03 21:00:00,Northwestern,Michigan,
0,2021-02-04 14:00:00,SIU Edwardsville,Tennessee St.,0
1,2021-02-04 16:00:00,St. Francis (BKN),Wagner,-4
2,2021-02-04 16:00:00,Merrimack,St. Francis (PA),-2
3,2021-02-04 18:00:00,Radford,South Carolina Upstate,-10
4,2021-02-04 19:00:00,Gardner-Webb,Presbyterian,-8.5
5,2021-02-04 19:00:00,Eastern Kentucky,Austin Peay,-2.5
6,2021-02-04 19:00:00,Temple,Cincinnati,-2.5
7,2021-02-04 19:00:00,Utah,Arizona,2
8,2021-02-04 19:00:00,Morehead St.,Murray St.,2.5
9,2021-02-04 19:00:00,Portland,Brigham Young,18.5
10,2021-02-04 19:00:00,LIU,Fairleigh Dickinson,-4.5
11,2021-02-04 19:00:00,Iowa,Ohio St.,-5.5
12,2021-02-04 20:30:00,Eastern Illinois,Belmont,14
13,2021-02-04 21:00:00,Wyoming,Colorado St.,7.5
14,2021-02-04 21:00:00,Fresno St.,Utah St.,11
15,2021-02-04 21:00:00,Rutgers,Minnesota,-5.5
16,2021-02-04 21:00:00,Weber St.,Montana St.,-6
17,2021-02-04 21:00:00,Tenn-Martin,Jacksonville St.,9.5
18,2021-02-04 21:00:00,SE Missouri St.,Tennessee Tech,-4.5
19,2021-02-04 21:00:00,Oregon St.,Washington,-5
20,2021-02-04 21:00:00,California,Stanford,5.5
21,2021-02-04 21:00:00,Idaho,Eastern Washington,15.5
22,2021-02-04 21:00:00,Pacific,Gonzaga,24
23,2021-02-04 22:05:00,Portland St.,Montana,2
24,2021-02-04 23:00:00,Oregon,Washington St.,-11.5
25,2021-02-04 24:59:59,Santa Clara,Saint Mary's,
26,2021-02-04 16:00:00,Bryant,Mount St. Mary's,-6
27,2021-02-04 18:00:00,Longwood,Hampton,
28,2021-02-04 18:00:00,Charleston Southern,Longwood,3.5
29,2021-02-04 19:00:00,UNC Asheville,Campbell,-6.5
30,2021-02-04 23:00:00,Pacific,San Francisco,
31,2021-02-04 23:00:00,Colorado,Arizona State,
0,2021-02-05 14:00:00,Denver,North Dakota,3.5
1,2021-02-05 15:00:00,Rice,Southern Miss,-3.5
2,2021-02-05 15:00:00,New Hampshire,Massachusetts Lowell,-4
3,2021-02-05 16:00:00,Merrimack,St. Francis (PA),-2
4,2021-02-05 16:00:00,St. Francis (BKN),Wagner,-2
5,2021-02-05 17:00:00,Texas State,Little Rock,-2.5
6,2021-02-05 17:00:00,Green Bay,IUPUI,-5.5
7,2021-02-05 17:00:00,LIU,Fairleigh Dickinson,-4
8,2021-02-05 18:00:00,Detroit Mercy,Purdue Fort Wayne,-6.5
9,2021-02-05 18:00:00,Milwaukee,Northern Kentucky,-1
10,2021-02-05 18:00:00,Radford,South Carolina Upstate,-8.5
11,2021-02-05 18:00:00,Liberty,Lancaster Bible College,
12,2021-02-05 19:00:00,Gardner-Webb,Presbyterian,-7.5
13,2021-02-05 19:00:00,Florida Gulf Coast,North Alabama,-2.5
14,2021-02-05 19:00:00,Dayton,George Mason,-6
15,2021-02-05 19:00:00,Stetson,Lipscomb,2
16,2021-02-05 19:00:00,Penn St.,Maryland,-3
17,2021-02-05 19:00:00,Kent St.,Akron,-2.5
18,2021-02-05 19:00:00,CSU Northridge,UC Davis,1.5
19,2021-02-05 19:00:00,Robert Morris,Youngstown St.,-1.5
20,2021-02-05 19:00:00,UC Irvine,CSU Bakersfield,-6
21,2021-02-05 19:00:00,Bellarmine,Jacksonville,-8.5
22,2021-02-05 19:00:00,Texas-Arlington,UL Monroe,-9
23,2021-02-05 19:00:00,South Alabama,Coastal Carolina,1
24,2021-02-05 19:00:00,Troy,Georgia Southern,1
25,2021-02-05 19:00:00,Oakland,Cleveland St.,-1.5
26,2021-02-05 19:00:00,Middle Tennessee St.,Charlotte,4.5
27,2021-02-05 19:00:00,Old Dominion,Marshall,5.5
28,2021-02-05 19:00:00,Florida International,Texas-San Antonio,-3.5
29,2021-02-05 19:00:00,Arkansas St.,UL Lafayette,3
30,2021-02-05 19:30:00,UAB,Texas-El Paso,-8
31,2021-02-05 20:00:00,Illinois-Chicago,Wright St.,9.5
32,2021-02-05 20:00:00,North Texas,Louisiana Tech,-5
33,2021-02-05 20:00:00,Nebraska Omaha,Western Illinois,-4
34,2021-02-05 20:30:00,North Dakota State,Oral Roberts,-3.5
35,2021-02-05 20:30:00,South Dakota State,South Dakota,-6.5
36,2021-02-05 21:00:00,Nevada,Boise St.,4.5
37,2021-02-05 21:00:00,New Mexico St.,California Baptist,-10.5
38,2021-02-05 21:00:00,Dixie State,Seattle,2.5
39,2021-02-05 21:00:00,Manhattan,Monmouth-NJ,3.5
40,2021-02-05 23:59:00,Hawaii,Cal Poly SLO,-11.5
41,2021-02-05 16:00:00,Charleston Southern,Longwood,
42,2021-02-05 16:00:00,Bryant,Mount St. Mary's,
43,2021-02-05 17:00:00,UNC Asheville,Campbell,
44,2021-02-05 17:00:00,Marist,Iona,
45,2021-02-05 17:00:00,Rider,Canisius,
46,2021-02-05 18:00:00,Central Conn. St.,Sacred Heart,-1
47,2021-02-05 18:00:00,Longwood,Hampton,
48,2021-02-05 18:00:00,Georgia St.,Appalachian St.,
49,2021-02-05 19:00:00,Dayton,Richmond,
50,2021-02-05 20:00:00,Lipscomb,Kennesaw St.,
51,2021-02-05 20:00:00,Texas Rio Grande Valley,Grand Canyon,
52,2021-02-05 20:00:00,UC Santa Barbara,Long Beach St.,
0,2021-02-06 12:00:00,Ball St.,Toledo,8.5
1,2021-02-06 12:00:00,Oklahoma,Iowa State,-14.5
2,2021-02-06 12:00:00,Missouri,Alabama,3.5
3,2021-02-06 12:00:00,Miami-Florida,Virginia Tech,5
4,2021-02-06 12:00:00,Boston College,NC State,5.5
5,2021-02-06 12:00:00,Connecticut,Seton Hall,1
6,2021-02-06 12:00:00,Butler,DePaul,-6.5
7,2021-02-06 12:30:00,Fordham,La Salle,5.5
8,2021-02-06 13:00:00,Charleston,Towson,-4.5
9,2021-02-06 13:00:00,New Hampshire,Massachusetts Lowell,-4.5
10,2021-02-06 13:00:00,The Citadel,Western Carolina,1
11,2021-02-06 13:30:00,SIU Edwardsville,Belmont,18
12,2021-02-06 14:00:00,Morehead St.,Austin Peay,-2.5
13,2021-02-06 14:00:00,Denver,North Dakota,2
14,2021-02-06 14:00:00,Central Michigan,Western Michigan,-4
15,2021-02-06 14:00:00,Buffalo,Miami (OH),-7.5
16,2021-02-06 14:00:00,Hofstra,Drexel,-3.5
17,2021-02-06 14:00:00,Weber St.,Montana St.,-6.5
18,2021-02-06 14:00:00,Valparaiso,Drake,13
19,2021-02-06 14:00:00,Loyola-Chicago,Evansville,-18.5
20,2021-02-06 14:00:00,West Virginia,Kansas,-2
21,2021-02-06 14:00:00,Florida International,Texas-San Antonio,-1
22,2021-02-06 14:00:00,North Texas,Louisiana Tech,-4.5
23,2021-02-06 14:00:00,Clemson,Syracuse,-3.5
24,2021-02-06 14:00:00,Memphis,East Carolina,-13
25,2021-02-06 14:00:00,Providence,St. John's,-2
26,2021-02-06 14:00:00,Southern Utah,Benedictine University (AZ),
27,2021-02-06 14:00:00,Saint Louis,St. Bonaventure,-4
28,2021-02-06 14:00:00,Morgan St.,Delaware State,
